genero;pais;edad;hogar;estudios;empleo;conocermoocs;moocsrealizados;moocstrabajo;moocquierocontactos;moocquierocompartir;moocquieropersonas;moocquieroorganizaciones;moocquierootro;activo;potencialmdperiodicos;potencialmdtele;potencialmdradio;potencialmdredes;potencialmdinternet;perfilperiodicos;perfiltelevision;perfilradio;perfilredes;perfilinternet;potencialmooc;potencialeducformal;potencialeducfamiliar;edadeducaccion;valorainteligencia;valoraentusiasmo;valorainiciativas;valoradifusion;valoraconectar
Femenino;México;28;convivencia con compañeros de piso;Universitario;autónomo;Navegaba por la red y por casualidad los encontré;2;cerca de la mitad de ellos;Sí;Sí;Sí;Sí;0;4;5;5;5;5;5;Consumidor;Consumidor;Colaborador;Consumidor;Colaborador;5;5;5;0-10 años;5;5;4;5;5
Femenino;México;24;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;4;2;2;3;4;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;4;5;5;5;5
Femenino;México;20;convivencia con compañeros de piso;Estudios medios;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;No;0;4;4;5;4;5;5;Colaborador;Colaborador;Colaborador;Colaborador;Colaborador;5;5;5;0-10 años;1;1;1;1;1
Masculino;Colombia;24;vivo con mis padres;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;5;cerca de un cuarto de ellos;Sí;Sí;Sí;Sí;0;4;3;3;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;4;5;5;0-10 años;4;3;3;3;4
Femenino;Bolivia;26;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;1;todos ellos;Sí;No;Sí;Sí;0;4;4;5;4;5;5;Consumidor;Consumidor;Colaborador;Colaborador;Colaborador;4;4;4;10-20 años;4;4;4;4;4
Femenino;México;48;vivo solo;Master;asalariado;Navegaba por la red y por casualidad los encontré;6;cerca de la mitad de ellos;Sí;No;No;No;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;México;36;Otro;Estudios superiores;asalariado;El MOOC era parte de los cursos que realizaba;8;cerca de la mitad de ellos;No;No;Sí;No;0;4;5;5;5;5;5;Consumidor;Colaborador;Colaborador;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Masculino;Uruguay;38;vivo solo;Estudios medios;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;No;No;0;4;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;México;23;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;1;ninguno de ellos;Sí;Sí;Sí;Sí;0;4;5;5;5;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;10-20 años;4;5;5;5;5
Masculino;Perú;22;vivo solo;Otro;estudiante;Navegaba por la red y por casualidad los encontré;1;ninguno de ellos;No;No;No;Sí;0;4;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;5;4;4;4;5
Femenino;Brasil;19;vivo con mis padres;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;4;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;5;5;4
Femenino;Brasil;33;convivencia en pareja;Master;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;No;No;0;4;5;5;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;3;4;4;0-10 años;4;4;5;4;5
Femenino;Colombia;23;vivo con mis padres;Estudios superiores;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;Sí;No;No;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;4;4;4;4
Masculino;México;49;convivencia en pareja;Universitario;militar;Otro;0;ninguno de ellos;No;Sí;No;No;0;4;4;5;4;4;5;Colaborador;Productor;Productor;Productor;Productor;5;5;5;0-10 años;4;4;4;4;4
Femenino;Colombia;39;convivencia en pareja;Universitario;Otro;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;No;0;4;5;5;5;5;5;Colaborador;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;1;1;1;1;1
Masculino;Brasil;24;vivo con mis padres;Diplomado;desempleado y en búsqueda de empleo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;Sí;0;4;5;4;3;3;4;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;5;4;5;5;4
Femenino;Brasil;49;vivo solo;Master;autónomo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;No;Sí;0;4;4;5;5;4;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;4;5;5;10-20 años;5;5;4;4;5
Femenino;México;31;convivencia en pareja;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;6;todos ellos;No;No;No;Sí;0;4;4;4;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;0-10 años;1;1;2;2;2
Femenino;México;27;vivo con mis padres;Estudios superiores;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;contribuir en mi aprendizaje y comprender para conservar la vida marina;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;4;5;5;5;5
Femenino;México;27;convivencia con compañeros de piso;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;Sí;No;No;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;2;2;2;1;1
Femenino;Ecuador;26;vivo con mis padres;Universitario;autónomo;Alguno de mis compañeros de trabajo estaban realizando un MOOC;1;todos ellos;No;No;No;Sí;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;20-30 años;5;5;5;5;5
Masculino;Perú;24;vivo con mis padres;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;4;4;4;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Colaborador;5;5;4;0-10 años;1;2;1;2;2
Masculino;Nicaragua;26;convivencia en pareja;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;5;ninguno de ellos;No;No;No;Sí;0;4;2;3;2;4;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;4;4;4;3;4
Femenino;Brasil;37;convivencia en pareja;Master;Otro;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;1;todos ellos;Sí;No;Sí;Sí;0;4;5;5;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;4;5;5
Femenino;México;21;vivo con mis padres;Otro;estudiante;Navegaba por la red y por casualidad los encontré;0;cerca de un cuarto de ellos;No;No;Sí;Sí;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;20-30 años;5;5;5;5;5
Femenino;México;19;vivo con mis padres;Universitario;estudiante;Mi universidad los ofrece;15;ninguno de ellos;Sí;Sí;Sí;Sí;0;4;5;5;5;5;5;Productor;Productor;Productor;Productor;Productor;5;4;4;0-10 años;4;5;4;4;4
Femenino;México;40;convivencia en pareja;Estudios superiores;autónomo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;4;3;2;2;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;4;4;5;5;5
Femenino;México;27;vivo con mis padres;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;No;CONOCIMIENTO;4;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;1;1;1;1;1
Femenino;Colombia;25;vivo con mis padres;Estudios superiores;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;cerca de un cuarto de ellos;Sí;Sí;No;Sí;0;4;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;4;5;0-10 años;4;5;5;4;4
Femenino;México;25;convivencia con compañeros de piso;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;No;No;ampliar mi conocimiento al respecto;4;3;4;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;3;4;4;5;4
Femenino;España;31;convivencia en pareja;Diplomado;desempleado y en búsqueda de empleo;Otro;0;cerca de un cuarto de ellos;No;No;No;No;Aplicar los conocimientos en mi trabajo y transmitirlos a grupos de distintas edades que recibo en temporada alta en el Parque Nacional Marítimo Terrestre de las Islas Atlánticas;4;4;5;3;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;4;5;4;4;5
Masculino;México;19;vivo con mis padres;Estudios medios;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;4;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;20-30 años;4;4;4;4;4
Femenino;Chile;29;vivo con mis padres;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;4;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Masculino;Argentina;24;vivo con mis padres;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;2;todos ellos;No;No;No;No;Ampliar mis conocimientos sobre la contaminación marina;4;2;4;4;4;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;5;4;3;4;5
Femenino;México;48;vivo solo;Universitario;autónomo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;2;cerca de tres cuartos de ellos;Sí;No;No;Sí;0;4;5;4;4;5;5;Colaborador;Colaborador;Colaborador;Colaborador;Colaborador;5;5;5;0-10 años;4;4;4;4;5
Femenino;México;21;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;Sí;Sí;No;0;4;5;5;5;5;5;Colaborador;Colaborador;Colaborador;Colaborador;Colaborador;5;5;5;10-20 años;5;5;5;5;5
Masculino;Perú;26;Otro;Otro;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;4;5;5;5;5;5;Colaborador;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;5;5;5
Femenino;México;45;convivencia en pareja;Doctorado;asalariado;Navegaba por la red y por casualidad los encontré;2;todos ellos;No;No;Sí;No;Ampliar mi conocimiento;4;5;4;3;5;4;Colaborador;Consumidor;Consumidor;Productor;Consumidor;4;5;5;10-20 años;3;4;4;4;5
Femenino;Perú;25;vivo con mis padres;Universitario;autónomo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;No;No;0;4;2;2;4;4;4;Colaborador;Colaborador;Consumidor;Consumidor;Colaborador;5;5;5;10-20 años;4;4;4;4;4
Femenino;Ecuador;23;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;4;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;4;4;5;4;5
Femenino;México;29;convivencia en pareja;Universitario;autónomo;El MOOC era parte de los cursos que realizaba;2;todos ellos;Sí;Sí;Sí;Sí;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;5;5;5;5;5
Masculino;México;26;vivo con mis padres;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;4;5;4;4;4;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;1;1;1;1;1
Femenino;México;24;vivo con mis padres;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;4;5;4;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;1;1;1;2;2
Masculino;Colombia;29;convivencia con compañeros de piso;Diplomado;estudiante;Leí sobre MOOCs en revistas y publicaciones especializadas;1;todos ellos;No;Sí;Sí;Sí;0;4;4;4;4;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;4;5;10-20 años;4;4;4;4;4
Masculino;México;61;convivencia en pareja;Master;asalariado;El MOOC era parte de los cursos que realizaba;1;todos ellos;Sí;No;Sí;Sí;0;4;3;5;4;4;4;Colaborador;Consumidor;Consumidor;Consumidor;Colaborador;4;5;5;10-20 años;5;5;4;4;4
Femenino;Colombia;26;vivo con mis padres;Otro;desempleado y en búsqueda de empleo;Otro;0;ninguno de ellos;No;No;No;No;Aprender para aplicar en mi entorno.;4;5;5;3;4;4;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;0-10 años;5;4;5;4;3
Femenino;México;44;vivo solo;Estudios superiores;autónomo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;4;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;4;5;5;5;4
Femenino;México;21;vivo con mis padres;Estudios superiores;estudiante;Mi universidad los ofrece;2;todos ellos;No;No;No;Sí;0;4;4;5;4;5;5;Colaborador;Productor;Productor;Consumidor;Consumidor;5;5;5;10-20 años;5;4;4;4;5
Femenino;Honduras;28;Otro;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;No;0;4;5;5;4;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;4;5;5;5;4
Femenino;Perú;30;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;1;cerca de un cuarto de ellos;No;No;No;Sí;0;4;4;5;5;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;4;4;4;4;4
Femenino;México;21;vivo con mis padres;Estudios medios;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;4;3;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;4;5;5;0-10 años;4;4;4;4;4
Femenino;Perú;21;vivo con mis padres;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;4;2;5;2;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;1;2;1;1;1
Femenino;México;29;convivencia con compañeros de piso;Master;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;4;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;4;5;5;5;5
Femenino;México;23;vivo con mis padres;Estudios superiores;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;4;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;10-20 años;5;5;5;4;5
Femenino;México;25;vivo con mis padres;Estudios superiores;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;4;3;4;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;10-20 años;4;5;4;5;5
Femenino;México;23;vivo con mis padres;Universitario;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;Sí;Sí;Sí;0;4;3;4;4;5;4;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;10-20 años;3;4;5;5;5
Femenino;México;36;vivo solo;Universitario;desempleado y en búsqueda de empleo;Mi universidad los ofrece;4;cerca de la mitad de ellos;No;No;No;Sí;0;4;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;5;5;5;5;5
Femenino;Perú;26;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;Sí;Sí;Sí;0;4;3;3;4;4;4;Colaborador;Consumidor;Colaborador;Productor;Productor;5;5;5;0-10 años;4;4;4;4;4
Masculino;México;26;convivencia en pareja;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;Sí;Sí;0;4;4;2;2;4;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Masculino;México;44;convivencia en pareja;Master;autónomo;Otro;1;ninguno de ellos;No;No;Sí;No;0;4;5;4;4;5;5;Colaborador;Colaborador;Colaborador;Colaborador;Colaborador;5;5;5;0-10 años;5;5;4;5;5
Masculino;España;61;convivencia en pareja;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;Sí;No;No;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;4;5;4;5;5
Masculino;España;39;convivencia en pareja;Master;asalariado;Mi universidad los ofrece;4;cerca de la mitad de ellos;Sí;No;No;No;0;4;3;4;3;5;4;Consumidor;Consumidor;Consumidor;Productor;Colaborador;4;5;5;10-20 años;4;3;4;4;4
Femenino;España;22;vivo con mis padres;Estudios superiores;estudiante;Me encontré en una situación en la que se hablaba de los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;4;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;3;5;4;4;5
Masculino;España;31;vivo solo;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;4;Mayor de 30 años;4;3;2;4;4
Femenino;España;43;vivo solo;Universitario;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;8;cerca de la mitad de ellos;No;No;Sí;Sí;0;4;2;2;2;3;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;3;4;4;10-20 años;4;3;3;4;4
Femenino;España;25;vivo con mis padres;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;Sí;No;0;4;4;5;3;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;4;4;4;5;5
Femenino;España;20;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;cerca de tres cuartos de ellos;No;No;Sí;No;0;4;2;2;2;4;4;Productor;Productor;Productor;Productor;Productor;3;4;4;10-20 años;4;3;3;4;3
Masculino;España;30;convivencia en pareja;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;4;2;1;1;2;2;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;4;5;5;0-10 años;3;4;4;4;3
Masculino;España;24;convivencia con compañeros de piso;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;4;3;3;2;2;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;4;5;10-20 años;4;4;5;4;3
Femenino;Brasil;29;convivencia en pareja;Diplomado;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;Sí;Sí;No;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;5;5;5;5;5
Femenino;El Salvador;24;vivo con mis padres;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;Sí;Sí;No;0;4;4;4;3;4;3;Colaborador;Colaborador;Colaborador;Colaborador;Colaborador;5;5;5;10-20 años;5;4;4;5;4
Femenino;España;48;Otro;Master;asalariado;Otro;0;ninguno de ellos;No;Sí;No;No;0;4;3;4;4;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;2;2;3;2;2
Femenino;Brasil;33;vivo solo;Master;autónomo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;4;5;5;5;5;5;Colaborador;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;Chile;38;vivo solo;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;No;0;4;2;2;2;2;2;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;4;4;4;4;4
Femenino;Argentina;42;vivo solo;Master;asalariado;Navegaba por la red y por casualidad los encontré;7;cerca de la mitad de ellos;Sí;No;Sí;Sí;0;4;3;5;3;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;5;5;5;5;5
Femenino;España;31;vivo con mis padres;Master;desempleado y en búsqueda de empleo;Me encontré en una situación en la que se hablaba de los MOOCs;15;cerca de la mitad de ellos;No;No;Sí;Sí;0;4;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;5;5;5;5
Femenino;España;20;convivencia con compañeros de piso;Estudios superiores;estudiante;Mi universidad los ofrece;0;ninguno de ellos;No;No;Sí;No;0;4;4;4;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;4;5;5;10-20 años;4;3;5;5;5
Masculino;Ecuador;36;convivencia en pareja;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;No;No;0;4;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;4;4;4;4;4
Femenino;Bélgica;25;convivencia en pareja;Master;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;4;4;4;3;5;5;Colaborador;Consumidor;Consumidor;Colaborador;Productor;4;5;4;10-20 años;4;5;4;4;4
Femenino;Brasil;18;convivencia con compañeros de piso;Estudios medios;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;No;No;No;0;4;4;4;2;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;4;5;5;10-20 años;5;5;5;5;4
Masculino;Argentina;28;convivencia en pareja;Estudios superiores;autónomo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;4;5;5;4;4;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;4;4;4;5
Masculino;portugal;53;convivencia en pareja;Master;asalariado;Me encontré en una situación en la que se hablaba de los MOOCs;1;ninguno de ellos;No;Sí;No;No;0;4;5;5;5;5;5;Consumidor;Productor;Productor;Productor;Consumidor;3;3;3;10-20 años;3;3;3;3;3
Femenino;Brasil;32;vivo con mis padres;Diplomado;estudiante;El MOOC era parte de los cursos que realizaba;9;todos ellos;No;No;Sí;Sí;0;4;4;5;5;5;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;4;5;5;5;4
Femenino;España;40;vivo solo;Universitario;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;1;todos ellos;No;No;No;Sí;0;4;3;3;3;3;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;4;4;4;4;4
Femenino;Panamá;33;vivo solo;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;No;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;4;5;5;4;5
Femenino;México;43;Otro;Master;asalariado;Navegaba por la red y por casualidad los encontré;0;cerca de tres cuartos de ellos;No;Sí;No;No;0;4;4;4;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;10-20 años;4;4;5;4;5
Femenino;Brasil;36;convivencia en pareja;Estudios superiores;militar;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;No;0;4;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;España;29;convivencia en pareja;Estudios superiores;asalariado;Navegaba por la red y por casualidad los encontré;2;todos ellos;Sí;No;No;No;0;4;4;4;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;4;4;5
Femenino;España;39;convivencia en pareja;Master;asalariado;Leí sobre MOOCs en revistas y publicaciones especializadas;0;ninguno de ellos;Sí;No;No;Sí;0;4;3;3;3;3;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;2;5;5;10-20 años;4;4;5;5;4
Masculino;México;46;convivencia en pareja;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;4;5;5;5;5;5;Colaborador;Colaborador;Colaborador;Consumidor;Consumidor;3;4;5;0-10 años;5;4;4;4;5
Masculino;España;23;convivencia con compañeros de piso;Universitario;estudiante;Alguno de mis compañeros de trabajo estaban realizando un MOOC;0;cerca de un cuarto de ellos;Sí;Sí;Sí;No;0;4;3;5;5;3;3;Consumidor;Consumidor;Consumidor;Productor;Colaborador;4;5;5;10-20 años;4;4;4;4;4
Femenino;Colombia;25;Otro;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;4;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;10-20 años;5;5;5;5;5
Femenino;Argentina;25;Otro;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;4;4;5;3;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;4;4;4;5
Femenino;Brasil;26;vivo solo;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;Sí;0;4;3;5;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;4;4;3;4;4
Femenino;Perú;20;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;No;extender mi conocimiento y conocer formas de colaborar como organización en el problema de la basura marina;4;4;4;4;5;5;Colaborador;Consumidor;Consumidor;Productor;Colaborador;4;5;5;10-20 años;4;4;4;4;4
Femenino;Brasil;34;vivo con mis padres;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;4;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;4;4;4;4;4
Femenino;Perú;32;vivo con mis padres;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;No;extender mi conocimiento ;4;2;3;4;5;2;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;3;5;5;0-10 años;4;4;4;4;4
